shortname	gtrnadbid	species_long	query	class	family	genus	order	phylum	species	domain	txid	kingdom
Clos_BNL1100	closSp_BNL1100	Clostridium sp. BNL1100	Clostridium sp	Clostridia	Clostridiaceae	Clostridium	Clostridiales	Firmicutes	Clostridium sp.	Bacteria	1506	
Clos_SY8519	closSp_SY8519	Clostridium sp. SY8519	Clostridium sp	Clostridia	Clostridiaceae	Clostridium	Clostridiales	Firmicutes	Clostridium sp.	Bacteria	1506	
Clos_spor_NCIMB_10696	closSpor_NCIMB_10696	Clostridium sporogenes NCIMB 10696	Clostridium sporogenes	Clostridia	Clostridiaceae	Clostridium	Clostridiales	Firmicutes	Clostridium sporogenes	Bacteria	1509	
Clos_ster_stercorarium_DSM_8532_1	closSter_STERCORARIUM_DS_1	Clostridium stercorarium subsp. stercorarium DSM 8532	Clostridium stercorarium	Clostridia	Ruminococcaceae	Ruminiclostridium	Clostridiales	Firmicutes	[Clostridium] stercorarium	Bacteria	1510	
Clos_ster_stercorarium_DSM_8532	closSter_STERCORARIUM_DS	Clostridium stercorarium subsp. stercorarium DSM 8532	Clostridium stercorarium	Clostridia	Ruminococcaceae	Ruminiclostridium	Clostridiales	Firmicutes	[Clostridium] stercorarium	Bacteria	1510	
Clos_stic_DSM_519	closStic_DSM519	Clostridium sticklandii DSM 519	Clostridium sticklandii	Clostridia	Peptostreptococcaceae	Acetoanaerobium	Clostridiales	Firmicutes	Acetoanaerobium sticklandii	Bacteria	1511	
Clos_teta_12124569	closTeta_12124569	Clostridium tetani 12124569	Clostridium tetani	Clostridia	Clostridiaceae	Clostridium	Clostridiales	Firmicutes	Clostridium tetani	Bacteria	1513	
Clos_teta_E88_Massachusetts_E88	closTeta_E88_MASSACHUSETTS_E88	Clostridium tetani E88 Massachusetts substr. E88	Clostridium tetani	Clostridia	Clostridiaceae	Clostridium	Clostridiales	Firmicutes	Clostridium tetani	Bacteria	1513	
Copr_catu_GD_7	coprCatu_GD_7	Coprococcus catus GD/7	Coprococcus catus	Clostridia	Lachnospiraceae	Coprococcus	Clostridiales	Firmicutes	Coprococcus catus	Bacteria	116085	
Copr_ART55_1	coprSp_ART55_1	Coprococcus sp. ART55/1	Coprococcus sp	Clostridia	Lachnospiraceae	Coprococcus	Clostridiales	Firmicutes	Coprococcus sp.	Bacteria	2049024	
Copr_prot_DSM_5265	coprProt_DSM5265	Coprothermobacter proteolyticus DSM 5265	Coprothermobacter proteolyticus	Clostridia	Thermodesulfobiaceae	Coprothermobacter	Thermoanaerobacterales	Firmicutes	Coprothermobacter proteolyticus	Bacteria	35786	
Deha_rest_DSM_9455_PER_K23	dehaRest_DSM9455_PER_K23	Dehalobacter restrictus DSM 9455 PER-K23	Dehalobacter restrictus	Clostridia	Peptococcaceae	Dehalobacter	Clostridiales	Firmicutes	Dehalobacter restrictus	Bacteria	55583	
Deha_CF	dehaSp_CF	Dehalobacter sp. CF	Dehalobacter sp	Clostridia	Peptococcaceae	Dehalobacter	Clostridiales	Firmicutes		Bacteria	txid	
Deha_DCA	dehaSp_DCA	Dehalobacter sp. DCA	Dehalobacter sp	Clostridia	Peptococcaceae	Dehalobacter	Clostridiales	Firmicutes		Bacteria	txid	
Desu_deha_ATCC_51507	desuDeha_ATCC51507	Desulfitobacterium dehalogenans ATCC 51507	Desulfitobacterium dehalogenans	Clostridia	Peptococcaceae	Desulfitobacterium	Clostridiales	Firmicutes	Desulfitobacterium dehalogenans	Bacteria	36854	
Desu_dich_LMG_P_21439	desuDich_LMG_P_21439	Desulfitobacterium dichloroeliminans LMG P-21439	Desulfitobacterium dichloroeliminans	Clostridia	Peptococcaceae	Desulfitobacterium	Clostridiales	Firmicutes	Desulfitobacterium dichloroeliminans	Bacteria	233055	
Desu_hafn_DCB_2	desuHafn_DCB_2	Desulfitobacterium hafniense DCB-2	Desulfitobacterium hafniense	Clostridia	Peptococcaceae	Desulfitobacterium	Clostridiales	Firmicutes	Desulfitobacterium hafniense	Bacteria	49338	
Desu_hafn_Y51	desuHafn_Y51	Desulfitobacterium hafniense Y51	Desulfitobacterium hafniense	Clostridia	Peptococcaceae	Desulfitobacterium	Clostridiales	Firmicutes	Desulfitobacterium hafniense	Bacteria	49338	
Desu_meta_DSM_15288_853_15A	desuMeta_DSM15288_853_15A	Desulfitobacterium metallireducens DSM 15288 853-15A	Desulfitobacterium metallireducens	Clostridia	Peptococcaceae	Desulfitobacterium	Clostridiales	Firmicutes	Desulfitobacterium metallireducens	Bacteria	142877	
Desu_acid_SJ4	desuAcid_SJ4	Desulfosporosinus acidiphilus SJ4	Desulfosporosinus acidiphilus	Clostridia	Peptococcaceae	Desulfosporosinus	Clostridiales	Firmicutes	Desulfosporosinus acidiphilus	Bacteria	885581	
Desu_meri_DSM_13257	desuMeri_DSM13257	Desulfosporosinus meridiei DSM 13257	Desulfosporosinus meridiei	Clostridia	Peptococcaceae	Desulfosporosinus	Clostridiales	Firmicutes	Desulfosporosinus meridiei	Bacteria	79209	
Desu_orie_DSM_765	desuOrie_DSM765	Desulfosporosinus orientis DSM 765	Desulfosporosinus orientis	Clostridia	Peptococcaceae	Desulfosporosinus	Clostridiales	Firmicutes	Desulfosporosinus orientis	Bacteria	1563	
Desu_acet_DSM_771	desuAcet_DSM771	Desulfotomaculum acetoxidans DSM 771	Desulfotomaculum acetoxidans	Clostridia	Peptococcaceae	Desulfotomaculum	Clostridiales	Firmicutes	Desulfotomaculum acetoxidans	Bacteria	58138	
Desu_carb_CO_1_SRB	desuCarb_CO_1_SRB	Desulfotomaculum carboxydivorans CO-1-SRB	Desulfotomaculum carboxydivorans	Clostridia	Peptococcaceae	Desulfotomaculum	Clostridiales	Firmicutes	Desulfotomaculum nigrificans	Bacteria	1565	
Desu_gibs_DSM_7213	desuGibs_DSM7213	Desulfotomaculum gibsoniae DSM 7213	Desulfotomaculum gibsoniae	Clostridia	Peptococcaceae	Desulfotomaculum	Clostridiales	Firmicutes	Desulfotomaculum gibsoniae	Bacteria	102134	
Desu_kuzn_DSM_6115	desuKuzn_DSM6115	Desulfotomaculum kuznetsovii DSM 6115	Desulfotomaculum kuznetsovii	Clostridia	Peptococcaceae	Desulfotomaculum	Clostridiales	Firmicutes	Desulfotomaculum kuznetsovii	Bacteria	58135	
Desu_redu_MI_1	desuRedu_MI_1	Desulfotomaculum reducens MI-1	Desulfotomaculum reducens	Clostridia	Peptococcaceae	Desulfotomaculum	Clostridiales	Firmicutes	Desulfotomaculum reducens	Bacteria	59610	
Desu_rumi_DSM_2154	desuRumi_DSM2154	Desulfotomaculum ruminis DSM 2154	Desulfotomaculum ruminis	Clostridia	Peptococcaceae	Desulfotomaculum	Clostridiales	Firmicutes	Desulfotomaculum ruminis	Bacteria	1564	
Etha_harb_YUAN_3	ethaHarb_YUAN_3	Ethanoligenens harbinense YUAN-3	Ethanoligenens harbinense	Clostridia	Ruminococcaceae	Ethanoligenens	Clostridiales	Firmicutes	Ethanoligenens harbinense	Bacteria	253239	
Euba_acid_DSM_3953	eubaAcid_DSM3953	Eubacterium acidaminophilum DSM 3953	Eubacterium acidaminophilum	Clostridia	Peptostreptococcaceae	Peptoclostridium	Clostridiales	Firmicutes	Peptoclostridium acidaminophilum	Bacteria	1731	
Euba_elig_ATCC_27750	eubaElig_ATCC27750	Eubacterium eligens ATCC 27750	Eubacterium eligens	Clostridia	Eubacteriaceae	Eubacterium	Clostridiales	Firmicutes	[Eubacterium] eligens	Bacteria	39485	
Euba_limo_KIST612	eubaLimo_KIST612	Eubacterium limosum KIST612	Eubacterium limosum	Clostridia	Eubacteriaceae	Eubacterium	Clostridiales	Firmicutes	Eubacterium limosum	Bacteria	1736	
Euba_rect_ATCC_33656	eubaRect_ATCC33656	Eubacterium rectale ATCC 33656	Eubacterium rectale	Clostridia	Lachnospiraceae		Clostridiales	Firmicutes	[Eubacterium] rectale	Bacteria	39491	
Euba_rect_DSM_17629	eubaRect_DSM17629	Eubacterium rectale DSM 17629	Eubacterium rectale	Clostridia	Lachnospiraceae		Clostridiales	Firmicutes	[Eubacterium] rectale	Bacteria	39491	
Euba_rect_M104_1	eubaRect_M104_1	Eubacterium rectale M104/1	Eubacterium rectale	Clostridia	Lachnospiraceae		Clostridiales	Firmicutes	[Eubacterium] rectale	Bacteria	39491	
Euba_sira_70_3	eubaSira_70_3	Eubacterium siraeum 70/3	Eubacterium siraeum	Clostridia	Ruminococcaceae	Ruminiclostridium	Clostridiales	Firmicutes	[Eubacterium] siraeum	Bacteria	39492	
Euba_sira_V10Sc8a	eubaSira_V10SC8A	Eubacterium siraeum V10Sc8a	Eubacterium siraeum	Clostridia	Ruminococcaceae	Ruminiclostridium	Clostridiales	Firmicutes	[Eubacterium] siraeum	Bacteria	39492	
Faec_prau_L2_6_L2_6	faecPrau_L2_6_L2_6	Faecalibacterium prausnitzii L2-6 L2/6	Faecalibacterium prausnitzii	Clostridia	Ruminococcaceae	Faecalibacterium	Clostridiales	Firmicutes	Faecalibacterium prausnitzii	Bacteria	853	
Faec_prau_SL3_3	faecPrau_SL3_3	Faecalibacterium prausnitzii SL3/3	Faecalibacterium prausnitzii	Clostridia	Ruminococcaceae	Faecalibacterium	Clostridiales	Firmicutes	Faecalibacterium prausnitzii	Bacteria	853	
Fili_aloc_ATCC_35896	filiAloc_ATCC35896	Filifactor alocis ATCC 35896	Filifactor alocis	Clostridia	Peptostreptococcaceae	Filifactor	Clostridiales	Firmicutes	Filifactor alocis	Bacteria	143361	
Fine_magn_ATCC_29328	fineMagn_ATCC29328	Finegoldia magna ATCC 29328	Finegoldia magna	Tissierellia	Peptoniphilaceae	Finegoldia	Tissierellales	Firmicutes	Finegoldia magna	Bacteria	1260	
Hala_hydr	halaHydr	Halanaerobium hydrogeniformans	Halanaerobium hydrogeniformans	Clostridia	Halanaerobiaceae	Halanaerobium	Halanaerobiales	Firmicutes	Halanaerobium hydrogeniformans	Bacteria	656519	
Hala_prae_DSM_2228	halaPrae_DSM2228	Halanaerobium praevalens DSM 2228	Halanaerobium praevalens	Clostridia	Halanaerobiaceae	Halanaerobium	Halanaerobiales	Firmicutes	Halanaerobium praevalens	Bacteria	2331	
Halo_halo_DSM_5150	haloHalo_DSM5150	Halobacteroides halobius DSM 5150	Halobacteroides halobius	Clostridia	Halobacteroidaceae	Halobacteroides	Halanaerobiales	Firmicutes	Halobacteroides halobius	Bacteria	42422	
Halo_oren_H_168_DSM_9562	haloOren_H_168_DSM9562	Halothermothrix orenii H 168 DSM 9562	Halothermothrix orenii	Clostridia	Halanaerobiaceae	Halothermothrix	Halanaerobiales	Firmicutes	Halothermothrix orenii	Bacteria	31909	
Heli_mode_Ice1_ATCC_51547	heliMode_ICE1_ATCC51547	Heliobacterium modesticaldum Ice1 ATCC 51547	Heliobacterium modesticaldum	Clostridia	Heliobacteriaceae	Heliobacterium	Clostridiales	Firmicutes	Heliobacterium modesticaldum	Bacteria	35701	
Lach_phyt_ISDg	lachPhyt_ISDG	Lachnoclostridium phytofermentans ISDg	Lachnoclostridium phytofermentans	Clostridia	Lachnospiraceae	Lachnoclostridium	Clostridiales	Firmicutes	Lachnoclostridium phytofermentans	Bacteria	66219	
Mage_indo_UPII9_5	mageIndo_UPII9_5	Mageeibacillus indolicus UPII9-5	Mageeibacillus indolicus	Clostridia	Ruminococcaceae	Mageeibacillus	Clostridiales	Firmicutes	Mageeibacillus indolicus	Bacteria	884684	
Mahe_aust_50_1_BON	maheAust_50_1_BON	Mahella australiensis 50-1 BON	Mahella australiensis	Clostridia	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	Thermoanaerobacterales	Firmicutes	Mahella australiensis	Bacteria	252966	
Moor_ther_ATCC_39073	moorTher_ATCC39073	Moorella thermoacetica ATCC 39073	Moorella thermoacetica	Clostridia	Thermoanaerobacteraceae	Moorella	Thermoanaerobacterales	Firmicutes	Moorella thermoacetica	Bacteria	1525	
Natr_ther_JW_NM_WN_LF	natrTher1	Natranaerobius thermophilus JW/NM-WN-LF	Natranaerobius thermophilus	Clostridia	Natranaerobiaceae	Natranaerobius	Natranaerobiales	Firmicutes	Natranaerobius thermophilus	Bacteria	375929	
Osci_vale_Sjm18_20	osciVale_SJM18_20	Oscillibacter valericigenes Sjm18-20	Oscillibacter valericigenes	Clostridia	Oscillospiraceae	Oscillibacter	Clostridiales	Firmicutes	Oscillibacter valericigenes	Bacteria	351091	
Parv_micr_KCOM_1535_ChDC_B708	parvMicr_KCOM_1535_CHDC_B708	Parvimonas micra KCOM 1535 ChDC B708	Parvimonas micra	Tissierellia	Peptoniphilaceae	Parvimonas	Tissierellales	Firmicutes	Parvimonas micra	Bacteria	33033	
Pelo_ther_SI	peloTher_SI	Pelotomaculum thermopropionicum SI	Pelotomaculum thermopropionicum	Clostridia	Peptococcaceae	Pelotomaculum	Clostridiales	Firmicutes	Pelotomaculum thermopropionicum	Bacteria	110500	
Pept_diff_2007855	peptDiff_2007855	Peptoclostridium difficile 2007855	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_630	peptDiff_630	Peptoclostridium difficile 630	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_630_cultivar_NCTC_13307__strain	peptDiff_630_CULTIVAR_NCTC_133	Peptoclostridium difficile 630 cultivar NCTC_13307_ /strain	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_630Derm	peptDiff_630DERM	Peptoclostridium difficile 630Derm	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_BI1	peptDiff_BI1	Peptoclostridium difficile BI1	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_BI9	peptDiff_BI9	Peptoclostridium difficile BI9	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_CD196	peptDiff_CD196	Peptoclostridium difficile CD196	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_CF5	peptDiff_CF5	Peptoclostridium difficile CF5	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_M120	peptDiff_M120	Peptoclostridium difficile M120	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_M68	peptDiff_M68	Peptoclostridium difficile M68	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_diff_R20291	peptDiff_R20291	Peptoclostridium difficile R20291	Peptoclostridium difficile	Clostridia	Peptostreptococcaceae	Clostridioides	Clostridiales	Firmicutes	Clostridioides difficile	Bacteria	1496	
Pept_1_1	peptSp_1_1	Peptoniphilus sp. 1-1	Peptoniphilus sp	Tissierellia	Peptoniphilaceae	Peptoniphilus	Tissierellales	Firmicutes	Peptoniphilus sp.	Bacteria	1971214	
Rose_homi_A2_183	roseHomi_A2_183	Roseburia hominis A2-183	Roseburia hominis	Clostridia	Lachnospiraceae	Roseburia	Clostridiales	Firmicutes	Roseburia hominis	Bacteria	301301	
Rose_inte_M50_1	roseInte_M50_1	Roseburia intestinalis M50/1	Roseburia intestinalis	Clostridia	Lachnospiraceae	Roseburia	Clostridiales	Firmicutes	Roseburia intestinalis	Bacteria	166486	
Rose_inte_XB6B4	roseInte_XB6B4	Roseburia intestinalis XB6B4	Roseburia intestinalis	Clostridia	Lachnospiraceae	Roseburia	Clostridiales	Firmicutes	Roseburia intestinalis	Bacteria	166486	
Rumi_ther_ATCC_27405	rumiTher_ATCC27405	Ruminiclostridium thermocellum ATCC 27405	Ruminiclostridium thermocellum	Clostridia	Ruminococcaceae	Ruminiclostridium	Clostridiales	Firmicutes	Ruminiclostridium thermocellum	Bacteria	1515	
Rumi_ther_DSM_1313	rumiTher_DSM1313	Ruminiclostridium thermocellum DSM 1313	Ruminiclostridium thermocellum	Clostridia	Ruminococcaceae	Ruminiclostridium	Clostridiales	Firmicutes	Ruminiclostridium thermocellum	Bacteria	1515	
Rumi_albu_7_DSM_20455	rumiAlbu_7_DSM20455	Ruminococcus albus 7 DSM 20455	Ruminococcus albus	Clostridia	Ruminococcaceae	Ruminococcus	Clostridiales	Firmicutes	Ruminococcus albus	Bacteria	1264	
Rumi_bici_80_3	rumiBici_80_3	Ruminococcus bicirculans 80/3	Ruminococcus bicirculans	Clostridia	Ruminococcaceae	Ruminococcus	Clostridiales	Firmicutes	Ruminococcus bicirculans	Bacteria	1160721	
Rumi_brom_L2_63	rumiBrom_L2_63	Ruminococcus bromii L2-63	Ruminococcus bromii	Clostridia	Ruminococcaceae	Ruminococcus	Clostridiales	Firmicutes	Ruminococcus bromii	Bacteria	40518	
Rumi_cham_18P13_JCM_17042	rumiCham_18P13_JCM_17042	Ruminococcus champanellensis 18P13 JCM 17042	Ruminococcus champanellensis	Clostridia	Ruminococcaceae	Ruminococcus	Clostridiales	Firmicutes	Ruminococcus champanellensis	Bacteria	1161942	
Rumi_obeu_A2_162	rumiObeu_A2_162	Ruminococcus obeum A2-162	Ruminococcus obeum	Clostridia	Lachnospiraceae	Blautia	Clostridiales	Firmicutes	Blautia obeum	Bacteria	40520	
Rumi_SR1_5	rumiSp_SR1_5	Ruminococcus sp. SR1/5	Ruminococcus sp	Clostridia	Ruminococcaceae	Ruminococcus	Clostridiales	Firmicutes	Ruminococcus sp.	Bacteria	41978	
Rumi_torq_L2_14	rumiTorq_L2_14	Ruminococcus torques L2-14	Ruminococcus torques	Clostridia	Lachnospiraceae	Blautia	Clostridiales	Firmicutes	[Ruminococcus] torques	Bacteria	33039	
Sulf_acid_DSM_10332	sulfAcid_DSM10332	Sulfobacillus acidophilus DSM 10332	Sulfobacillus acidophilus	Clostridia	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Clostridiales	Firmicutes	Sulfobacillus acidophilus	Bacteria	53633	
Sulf_acid_TPY	sulfAcid_TPY	Sulfobacillus acidophilus TPY	Sulfobacillus acidophilus	Clostridia	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Clostridiales	Firmicutes	Sulfobacillus acidophilus	Bacteria	53633	
Symb_ther_IAM_14863_IAM14863	symbTher_IAM_14863_IAM14863	Symbiobacterium thermophilum IAM 14863 IAM14863	Symbiobacterium thermophilum	Clostridia	Symbiobacteriaceae	Symbiobacterium	Clostridiales	Firmicutes	Symbiobacterium thermophilum	Bacteria	2734	
Synt_glyc_DSM_8271	syntGlyc_DSM8271	Syntrophobotulus glycolicus DSM 8271	Syntrophobotulus glycolicus	Clostridia	Peptococcaceae	Syntrophobotulus	Clostridiales	Firmicutes	Syntrophobotulus glycolicus	Bacteria	51197	
Synt_wolf_wolfei_Goettingen_G311	syntWolf_WOLFEI_GOETTING	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	Syntrophomonas wolfei	Clostridia	Syntrophomonadaceae	Syntrophomonas	Clostridiales	Firmicutes	Syntrophomonas wolfei	Bacteria	863	
Synt_lipo_DSM_12680	syntLipo_DSM12680	Syntrophothermus lipocalidus DSM 12680	Syntrophothermus lipocalidus	Clostridia	Syntrophomonadaceae	Syntrophothermus	Clostridiales	Firmicutes	Syntrophothermus lipocalidus	Bacteria	86170	
Tepi_acet_Re1_1	tepiAcet_RE1_1	Tepidanaerobacter acetatoxydans Re1	Tepidanaerobacter acetatoxydans	Clostridia	Thermoanaerobacteraceae	Tepidanaerobacter	Thermoanaerobacterales	Firmicutes	Tepidanaerobacter acetatoxydans	Bacteria	499229	
Tepi_acet_Re1	tepiAcet_RE1	Tepidanaerobacter acetatoxydans Re1	Tepidanaerobacter acetatoxydans	Clostridia	Thermoanaerobacteraceae	Tepidanaerobacter	Thermoanaerobacterales	Firmicutes	Tepidanaerobacter acetatoxydans	Bacteria	499229	
Ther_phae_DSM_12270	therPhae_DSM12270	Thermacetogenium phaeum DSM 12270	Thermacetogenium phaeum	Clostridia	Thermoanaerobacteraceae	Thermacetogenium	Thermoanaerobacterales	Firmicutes	Thermacetogenium phaeum	Bacteria	85874	
Ther_mari_DSM_12885	therMari_DSM12885	Thermaerobacter marianensis DSM 12885	Thermaerobacter marianensis	Clostridia	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Clostridiales	Firmicutes	Thermaerobacter marianensis	Bacteria	73919	
Ther_pote_JR	therPote_JR	Thermincola potens JR	Thermincola potens	Clostridia	Peptococcaceae	Thermincola	Clostridiales	Firmicutes	Thermincola potens	Bacteria	863643	
Ther_broc_finnii_Ako_1	therBroc_FINNII_AKO_1	Thermoanaerobacter brockii subsp. finnii Ako-1	Thermoanaerobacter brockii	Clostridia	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacterales	Firmicutes	Thermoanaerobacter brockii	Bacteria	29323	
Ther_ital_Ab9	therItal_AB9	Thermoanaerobacter italicus Ab9	Thermoanaerobacter italicus	Clostridia	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacterales	Firmicutes	Thermoanaerobacter italicus	Bacteria	108150	
Ther_kivu_DSM_2030	therKivu_DSM2030	Thermoanaerobacter kivui DSM 2030	Thermoanaerobacter kivui	Clostridia	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacterales	Firmicutes	Thermoanaerobacter kivui	Bacteria	2325	
Ther_math_mathranii_A3	therMath_MATHRANII_A3	Thermoanaerobacter mathranii subsp. mathranii str. A3	Thermoanaerobacter mathranii	Clostridia	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacterales	Firmicutes	Thermoanaerobacter mathranii	Bacteria	583357	
Ther_pseu_ATCC_33223_39E	therPseu_ATCC33223_39E	Thermoanaerobacter pseudethanolicus ATCC 33223 39E	Thermoanaerobacter pseudethanolicus	Clostridia	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacterales	Firmicutes	Thermoanaerobacter pseudethanolicus	Bacteria	496866	
Ther_X513	therSp_X513	Thermoanaerobacter sp. X513	Thermoanaerobacter sp	Clostridia	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacterales	Firmicutes	Thermoanaerobacter sp.	Bacteria	1755	
Ther_X514	therSp_X514	Thermoanaerobacter sp. X514	Thermoanaerobacter sp	Clostridia	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacterales	Firmicutes	Thermoanaerobacter sp.	Bacteria	1755	
Ther_wieg_Rt8_B1	therWieg_RT8_B1	Thermoanaerobacter wiegelii Rt8.B1	Thermoanaerobacter wiegelii	Clostridia	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacterales	Firmicutes	Thermoanaerobacter wiegelii	Bacteria	46354	
Ther_sacc_JW_SL_YS485	therSacc_JW_SL_YS485	Thermoanaerobacterium saccharolyticum JW/SL-YS485	Thermoanaerobacterium saccharolyticum	Clostridia	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterales	Firmicutes	Thermoanaerobacterium saccharolyticum	Bacteria	28896	
Ther_ther_DSM_571	therTher_DSM571	Thermoanaerobacterium thermosaccharolyticum DSM 571	Thermoanaerobacterium thermosaccharolyticum	Clostridia	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterales	Firmicutes	Thermoanaerobacterium thermosaccharolyticum	Bacteria	1517	
Ther_ther_M0795	therTher_M0795	Thermoanaerobacterium thermosaccharolyticum M0795	Thermoanaerobacterium thermosaccharolyticum	Clostridia	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterales	Firmicutes	Thermoanaerobacterium thermosaccharolyticum	Bacteria	1517	
Ther_xyla_LX_11	therXyla_LX_11	Thermoanaerobacterium xylanolyticum LX-11	Thermoanaerobacterium xylanolyticum	Clostridia	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterales	Firmicutes	Thermoanaerobacterium xylanolyticum	Bacteria	29329	
Ther_naru_DSM_14796	therNaru_DSM14796	Thermodesulfobium narugense DSM 14796	Thermodesulfobium narugense	Clostridia	Thermodesulfobiaceae	Thermodesulfobium	Thermoanaerobacterales	Firmicutes	Thermodesulfobium narugense	Bacteria	184064	
Ther_ocea_DSM_16646	therOcea_DSM16646	Thermosediminibacter oceani DSM 16646	Thermosediminibacter oceani	Clostridia	Thermoanaerobacterales Family III. Incertae Sedis	Thermosediminibacter	Thermoanaerobacterales	Firmicutes	Thermosediminibacter oceani	Bacteria	291990	
buty_bact_SM4_1	butyBact_SM4_1	butyrate-producing bacterium SM4/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
buty_bact_SS3_4	butyBact_SS3_4	butyrate-producing bacterium SS3/4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
buty_bact_SSC_2	butyBact_SSC_2	butyrate-producing bacterium SSC/2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erys_rhus_SY1027	erysRhus_SY1027	Erysipelothrix rhusiopathiae SY1027	Erysipelothrix rhusiopathiae	Erysipelotrichia	Erysipelotrichaceae	Erysipelothrix	Erysipelotrichales	Firmicutes	Erysipelothrix rhusiopathiae	Bacteria	1648	
Erys_rhus_Fujisawa	erysRhus_FUJISAWA	Erysipelothrix rhusiopathiae str. Fujisawa	Erysipelothrix rhusiopathiae	Erysipelotrichia	Erysipelotrichaceae	Erysipelothrix	Erysipelotrichales	Firmicutes	Erysipelothrix rhusiopathiae	Bacteria	1648	
Faec_cyli_T2_87	faecCyli_T2_87	Faecalitalea cylindroides T2-87	Faecalitalea cylindroides	Erysipelotrichia	Erysipelotrichaceae	Faecalitalea	Erysipelotrichales	Firmicutes	Faecalitalea cylindroides	Bacteria	39483	
Lact_sali_UCC118	lactSali_UCC118	Lactobacillus salivarius UCC118	Lactobacillus salivarius	Bacilli	Lactobacillaceae	Lactobacillus	Lactobacillales	Firmicutes	Lactobacillus salivarius	Bacteria	1624	
Acid_ferm_DSM_20731	acidFerm_DSM20731	Acidaminococcus fermentans DSM 20731	Acidaminococcus fermentans	Negativicutes	Acidaminococcaceae	Acidaminococcus	Acidaminococcales	Firmicutes	Acidaminococcus fermentans	Bacteria	905	
Acid_inte_RyC_MR95	acidInte_RYC_MR95	Acidaminococcus intestini RyC-MR95	Acidaminococcus intestini	Negativicutes	Acidaminococcaceae	Acidaminococcus	Acidaminococcales	Firmicutes	Acidaminococcus intestini	Bacteria	187327	
Mega_hype_ART12_1	megaHype_ART12_1	Megamonas hypermegale ART12/1	Megamonas hypermegale	Negativicutes	Selenomonadaceae	Megamonas	Selenomonadales	Firmicutes	Megamonas hypermegale	Bacteria	158847	
Mega_elsd_DSM_20460	megaElsd_DSM20460	Megasphaera elsdenii DSM 20460	Megasphaera elsdenii	Negativicutes	Veillonellaceae	Megasphaera	Veillonellales	Firmicutes	Megasphaera elsdenii	Bacteria	907	
Pelo_ferm_JBW45	peloFerm_JBW45	Pelosinus fermentans JBW45	Pelosinus fermentans	Negativicutes	Sporomusaceae	Pelosinus	Selenomonadales	Firmicutes	Pelosinus fermentans	Bacteria	365349	
