shortname	gtrnadbid	species_long	query	class	family	genus	order	phylum	species	domain	txid	kingdom
Trep_pall_pertenue_SamoaD	trepPall_PERTENUE_SAMOAD	Treponema pallidum subsp. pertenue str. SamoaD	Treponema pallidum	Spirochaetia	Spirochaetaceae	Treponema	Spirochaetales	Spirochaetes	Treponema pallidum	Bacteria	160	
Trep_para_Cuniculi_A	trepPara_CUNICULI_A	Treponema paraluiscuniculi Cuniculi A	Treponema paraluiscuniculi	Spirochaetia	Spirochaetaceae	Treponema	Spirochaetales	Spirochaetes	Treponema paraluiscuniculi	Bacteria	53435	
Trep_pedi_T_A4	trepPedi_T_A4	Treponema pedis str. T A4	Treponema pedis	Spirochaetia	Spirochaetaceae	Treponema	Spirochaetales	Spirochaetes	Treponema pedis	Bacteria	409322	
Trep_prim_ZAS_2	trepPrim_ZAS_2	Treponema primitia ZAS-2	Treponema primitia	Spirochaetia	Spirochaetaceae	Treponema	Spirochaetales	Spirochaetes	Treponema primitia	Bacteria	88058	
Trep_puti_OMZ_758	trepPuti_OMZ_758	Treponema putidum OMZ 758	Treponema putidum	Spirochaetia	Spirochaetaceae	Treponema	Spirochaetales	Spirochaetes	Treponema putidum	Bacteria	221027	
Trep_OMZ_838	trepSp_OMZ_838	Treponema sp. OMZ 838	Treponema sp	Spirochaetia	Spirochaetaceae	Treponema	Spirochaetales	Spirochaetes	Treponema sp.	Bacteria	166	
Trep_succ_DSM_2489	trepSucc_DSM2489	Treponema succinifaciens DSM 2489	Treponema succinifaciens	Spirochaetia	Spirochaetaceae	Treponema	Spirochaetales	Spirochaetes	Treponema succinifaciens	Bacteria	167	
Turn_parv_DSM_21527	turnParv_DSM21527	Turneriella parva DSM 21527	Turneriella parva	Spirochaetia	Leptospiraceae	Turneriella		Spirochaetes	Turneriella parva	Bacteria	29510	
Amin_colo_DSM_12261	aminColo_DSM12261	Aminobacterium colombiense DSM 12261	Aminobacterium colombiense	Synergistia	Synergistaceae	Aminobacterium	Synergistales	Synergistetes	Aminobacterium colombiense	Bacteria	81468	
Anae_mobi_DSM_13181	anaeMobi_DSM13181	Anaerobaculum mobile DSM 13181	Anaerobaculum mobile	Synergistia	Synergistaceae	Acetomicrobium	Synergistales	Synergistetes	Acetomicrobium mobile	Bacteria	97477	
Fret_fast_SGP1	fretFast_SGP1	Fretibacterium fastidiosum SGP1	Fretibacterium fastidiosum	Synergistia	Synergistaceae	Fretibacterium	Synergistales	Synergistetes	Fretibacterium fastidiosum	Bacteria	651822	
Ther_acid_DSM_6589	thermAcida1	Thermanaerovibrio acidaminovorans DSM 6589	Thermanaerovibrio acidaminovorans	Synergistia	Synergistaceae	Thermanaerovibrio	Synergistales	Synergistetes	Thermanaerovibrio acidaminovorans	Bacteria	81462	
Ther_lien_DSM_17291	therLien_DSM17291	Thermovirga lienii DSM 17291	Thermovirga lienii	Synergistia	Synergistaceae	Thermovirga	Synergistales	Synergistetes	Thermovirga lienii	Bacteria	336261	
Acho_bras_O502	achoBras_O502	Acholeplasma brassicae O502	Acholeplasma brassicae	Mollicutes	Acholeplasmataceae	Acholeplasma	Acholeplasmatales	Tenericutes	Acholeplasma brassicae	Bacteria	61635	
Acho_laid_PG_8A	achoLaid_PG_8A	Acholeplasma laidlawii PG-8A	Acholeplasma laidlawii	Mollicutes	Acholeplasmataceae	Acholeplasma	Acholeplasmatales	Tenericutes	Acholeplasma laidlawii	Bacteria	2148	
Acho_palm_J233	achoPalm_J233	Acholeplasma palmae J233	Acholeplasma palmae	Mollicutes	Acholeplasmataceae	Acholeplasma	Acholeplasmatales	Tenericutes	Acholeplasma palmae	Bacteria	38986	
Aste_yell_witches_broom_phytoplasma_AYWB	asteYell_WITCHES_BROOM_PHYTOPL	Aster yellows witches-broom phytoplasma AYWB	Aster yellows		Asteraceae	Aster	Asterales	Streptophyta		Eukaryota	txid	Viridiplantae
Cand_Hepa_crinochetorum_Av	candHepa_CRINOCHETORUM_AV	Candidatus Hepatoplasma crinochetorum Av	Candidatus Hepatoplasma	Mollicutes	Mycoplasmataceae	Candidatus Hepatoplasma	Mycoplasmatales	Tenericutes		Bacteria	txid	
Cand_Myco_girerdii_VCU_M1	candMyco_GIRERDII_VCU_M1	Candidatus Mycoplasma girerdii VCU_M1	Candidatus Mycoplasma	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes		Bacteria	txid	
Cand_Myco_haemolamae_Purdue	candMyco_HAEMOLAMAE_PURDUE	Candidatus Mycoplasma haemolamae str. Purdue	Candidatus Mycoplasma	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes		Bacteria	txid	
Cand_Phyt_australiense	candPhyt_AUSTRALIENSE	Candidatus Phytoplasma australiense	Candidatus Phytoplasma	Mollicutes	Acholeplasmataceae	Candidatus Phytoplasma	Acholeplasmatales	Tenericutes		Bacteria	txid	
Cand_Phyt_mali_AT	candPhyt_MALI_AT	Candidatus Phytoplasma mali AT	Candidatus Phytoplasma	Mollicutes	Acholeplasmataceae	Candidatus Phytoplasma	Acholeplasmatales	Tenericutes		Bacteria	txid	
Cand_Phyt_solani_231_09	candPhyt_SOLANI_231_09	Candidatus Phytoplasma solani 231/09	Candidatus Phytoplasma	Mollicutes	Acholeplasmataceae	Candidatus Phytoplasma	Acholeplasmatales	Tenericutes		Bacteria	txid	
Cand_Phyt_solani_284_09	candPhyt_SOLANI_284_09	Candidatus Phytoplasma solani 284/09	Candidatus Phytoplasma	Mollicutes	Acholeplasmataceae	Candidatus Phytoplasma	Acholeplasmatales	Tenericutes		Bacteria	txid	
Meso_flor_L1_ATCC_33453	mesoFlor_L1_ATCC33453	Mesoplasma florum L1 ATCC 33453	Mesoplasma florum	Mollicutes	Entomoplasmataceae	Mesoplasma	Entomoplasmatales	Tenericutes	Mesoplasma florum	Bacteria	2151	
Meso_flor_W37	mesoFlor_W37	Mesoplasma florum W37	Mesoplasma florum	Mollicutes	Entomoplasmataceae	Mesoplasma	Entomoplasmatales	Tenericutes	Mesoplasma florum	Bacteria	2151	
Moll_bact_HR1	mollBact_HR1	Mollicutes bacterium HR1	Mollicutes bacterium						bacterium	Bacteria	1869227	
Myco_agal_5632	mycoAgal_5632	Mycoplasma agalactiae 5632	Mycoplasma agalactiae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma agalactiae	Bacteria	2110	
Myco_agal_PG2	mycoAgal_PG2	Mycoplasma agalactiae PG2	Mycoplasma agalactiae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma agalactiae	Bacteria	2110	
Myco_arth_158L3_1	mycoArth_158L3_1	Mycoplasma arthritidis 158L3-1	Mycoplasma arthritidis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma arthritidis	Bacteria	2111	
Myco_bovi_CQ_W70	mycoBovi_CQ_W70	Mycoplasma bovis CQ-W70	Mycoplasma bovis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma bovis	Bacteria	28903	
Myco_bovi_HB0801	mycoBovi_HB0801	Mycoplasma bovis HB0801	Mycoplasma bovis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma bovis	Bacteria	28903	
Myco_bovi_Hubei_1	mycoBovi_HUBEI_1	Mycoplasma bovis Hubei-1	Mycoplasma bovis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma bovis	Bacteria	28903	
Myco_bovi_PG45	mycoBovi_PG45	Mycoplasma bovis PG45	Mycoplasma bovis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma bovis	Bacteria	28903	
Myco_bovo_M165_69	mycoBovo_M165_69	Mycoplasma bovoculi M165/69	Mycoplasma bovoculi	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma bovoculi	Bacteria	45362	
Myco_cali_HAZ160_1	mycoCali_HAZ160_1	Mycoplasma californicum HAZ160_1	Mycoplasma californicum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma californicum	Bacteria	2113	
Myco_cali_ST_6	mycoCali_ST_6	Mycoplasma californicum ST-6	Mycoplasma californicum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma californicum	Bacteria	2113	
Myco_cana_HAZ360_1	mycoCana_HAZ360_1	Mycoplasma canadense HAZ360_1	Mycoplasma canadense	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma canadense	Bacteria	29554	
Myco_capr_capricolum_ATCC_27343	mycoCapr_CAPRICOLUM_ATCC	Mycoplasma capricolum subsp. capricolum ATCC 27343	Mycoplasma capricolum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma capricolum	Bacteria	2095	
Myco_capr_capripneumoniae_87001	mycoCapr_CAPRIPNEUMONIAE_2	Mycoplasma capricolum subsp. capripneumoniae 87001	Mycoplasma capricolum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma capricolum	Bacteria	2095	
Myco_capr_capripneumoniae_F38	mycoCapr_CAPRIPNEUMONIAE_1	Mycoplasma capricolum subsp. capripneumoniae F38	Mycoplasma capricolum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma capricolum	Bacteria	2095	
Myco_capr_capripneumoniae_ILRI181	mycoCapr_CAPRIPNEUMONIAE	Mycoplasma capricolum subsp. capripneumoniae ILRI181	Mycoplasma capricolum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma capricolum	Bacteria	2095	
Myco_conj_HRC_581T	mycoConj_HRC_581T	Mycoplasma conjunctivae HRC/581T	Mycoplasma conjunctivae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma conjunctivae	Bacteria	45361	
Myco_croc_MP145	mycoCroc_MP145	Mycoplasma crocodyli MP145	Mycoplasma crocodyli	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma crocodyli	Bacteria	50052	
Myco_cyno_C142	mycoCyno_C142	Mycoplasma cynos C142	Mycoplasma cynos	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma cynos	Bacteria	171284	
Myco_disp_ATCC_27140	mycoDisp_ATCC27140	Mycoplasma dispar ATCC 27140	Mycoplasma dispar	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma dispar	Bacteria	86660	
Myco_ferm_JER	mycoFerm_JER	Mycoplasma fermentans JER	Mycoplasma fermentans	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma fermentans	Bacteria	2115	
Myco_ferm_M64	mycoFerm_M64	Mycoplasma fermentans M64	Mycoplasma fermentans	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma fermentans	Bacteria	2115	
Myco_ferm_PG18	mycoFerm_PG18	Mycoplasma fermentans PG18	Mycoplasma fermentans	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma fermentans	Bacteria	2115	
Myco_floc_ATCC_27399_Ms42	mycoFloc_ATCC27399_MS42	Mycoplasma flocculare ATCC 27399 Ms42	Mycoplasma flocculare	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma flocculare	Bacteria	2128	
Myco_gall_CA06_2006_052_5_2P	mycoGall_CA06_2006_052_5_2P	Mycoplasma gallisepticum CA06_2006.052-5-2P	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_NC06_2006_080_5_2P	mycoGall_NC06_2006_080_5_2P	Mycoplasma gallisepticum NC06_2006.080-5-2P	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_NC08_2008_031_4_3P	mycoGall_NC08_2008_031_4_3P	Mycoplasma gallisepticum NC08_2008.031-4-3P	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_NC95_13295_2_2P	mycoGall_NC95_13295_2_2P	Mycoplasma gallisepticum NC95_13295-2-2P	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_NC96_1596_4_2P	mycoGall_NC96_1596_4_2P	Mycoplasma gallisepticum NC96_1596-4-2P	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_NY01_2001_047_5_1P	mycoGall_NY01_2001_047_5_1P	Mycoplasma gallisepticum NY01_2001.047-5-1P	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_S6	mycoGall_S6	Mycoplasma gallisepticum S6	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_VA94_7994_1_7P	mycoGall_VA94_7994_1_7P	Mycoplasma gallisepticum VA94_7994-1-7P	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_WI01_2001_043_13_2P	mycoGall_WI01_2001_043_13_2P	Mycoplasma gallisepticum WI01_2001.043-13-2P	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_F	mycoGall_F	Mycoplasma gallisepticum str. F	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_Rhigh	mycoGall_RHIGH	Mycoplasma gallisepticum str. Rhigh	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_gall_Rlow	mycoGall_RLOW	Mycoplasma gallisepticum str. Rlow	Mycoplasma gallisepticum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma gallisepticum	Bacteria	2096	
Myco_geni_G37_G_37	mycoGeni_G37_G_37	Mycoplasma genitalium G37 G-37	Mycoplasma genitalium	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma genitalium	Bacteria	2097	
Myco_geni_M2288	mycoGeni_M2288	Mycoplasma genitalium M2288	Mycoplasma genitalium	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma genitalium	Bacteria	2097	
Myco_geni_M2321	mycoGeni_M2321	Mycoplasma genitalium M2321	Mycoplasma genitalium	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma genitalium	Bacteria	2097	
Myco_geni_M6282	mycoGeni_M6282	Mycoplasma genitalium M6282	Mycoplasma genitalium	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma genitalium	Bacteria	2097	
Myco_geni_M6320	mycoGeni_M6320	Mycoplasma genitalium M6320	Mycoplasma genitalium	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma genitalium	Bacteria	2097	
Myco_haem_Illinois	mycoHaem_ILLINOIS	Mycoplasma haemocanis str. Illinois	Mycoplasma haemocanis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma haemocanis	Bacteria	136241	
Myco_haem_Ohio2	mycoHaem_OHIO2	Mycoplasma haemofelis Ohio2	Mycoplasma haemofelis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma haemofelis	Bacteria	29501	
Myco_haem_Langford_1	mycoHaem_LANGFORD_1	Mycoplasma haemofelis str. Langford 1	Mycoplasma haemofelis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma haemofelis	Bacteria	29501	
Myco_homi_AF1	mycoHomi_AF1	Mycoplasma hominis AF1	Mycoplasma hominis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hominis	Bacteria	2098	
Myco_homi_ATCC_23114	mycoHomi_ATCC23114	Mycoplasma hominis ATCC 23114	Mycoplasma hominis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hominis	Bacteria	2098	
Myco_homi_ATCC_27545_LBD_4	mycoHomi_ATCC27545_LBD_4	Mycoplasma hominis ATCC 27545 LBD-4	Mycoplasma hominis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hominis	Bacteria	2098	
Myco_hyop_168	mycoHyop_168	Mycoplasma hyopneumoniae 168	Mycoplasma hyopneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyopneumoniae	Bacteria	2099	
Myco_hyop_168_L	mycoHyop_168_L	Mycoplasma hyopneumoniae 168-L	Mycoplasma hyopneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyopneumoniae	Bacteria	2099	
Myco_hyop_232	mycoHyop_232	Mycoplasma hyopneumoniae 232	Mycoplasma hyopneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyopneumoniae	Bacteria	2099	
Myco_hyop_7422	mycoHyop_7422	Mycoplasma hyopneumoniae 7422	Mycoplasma hyopneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyopneumoniae	Bacteria	2099	
Myco_hyop_7448	mycoHyop_7448	Mycoplasma hyopneumoniae 7448	Mycoplasma hyopneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyopneumoniae	Bacteria	2099	
Myco_hyop_J	mycoHyop_J	Mycoplasma hyopneumoniae J	Mycoplasma hyopneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyopneumoniae	Bacteria	2099	
Myco_hyor_DBS_1050	mycoHyor_DBS_1050	Mycoplasma hyorhinis DBS 1050	Mycoplasma hyorhinis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyorhinis	Bacteria	2100	
Myco_hyor_GDL_1	mycoHyor_GDL_1	Mycoplasma hyorhinis GDL-1	Mycoplasma hyorhinis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyorhinis	Bacteria	2100	
Myco_hyor_HUB_1	mycoHyor_HUB_1	Mycoplasma hyorhinis HUB-1	Mycoplasma hyorhinis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyorhinis	Bacteria	2100	
Myco_hyor_MCLD	mycoHyor_MCLD	Mycoplasma hyorhinis MCLD	Mycoplasma hyorhinis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyorhinis	Bacteria	2100	
Myco_hyor_SK76	mycoHyor_SK76	Mycoplasma hyorhinis SK76	Mycoplasma hyorhinis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma hyorhinis	Bacteria	2100	
Myco_leac_99_014_6	mycoLeac_99_014_6	Mycoplasma leachii 99/014/6	Mycoplasma leachii	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma leachii	Bacteria	2105	
Myco_leac_PG50	mycoLeac_PG50	Mycoplasma leachii PG50	Mycoplasma leachii	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma leachii	Bacteria	2105	
Myco_mele_B2096_8B	mycoMele_B2096_8B	Mycoplasma meleagridis B2096 8B	Mycoplasma meleagridis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma meleagridis	Bacteria	29561	
Myco_mobi_163K	mycoMobi_163K	Mycoplasma mobile 163K	Mycoplasma mobile	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma mobile	Bacteria	2118	
Myco_myco_capri_LC_95010	mycoMyco_CAPRI_LC_95010	Mycoplasma mycoides subsp. capri LC str. 95010	Mycoplasma mycoides	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma mycoides	Bacteria	2102	
Myco_myco_capri_GM12	mycoMyco_CAPRI_GM12	Mycoplasma mycoides subsp. capri str. GM12	Mycoplasma mycoides	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma mycoides	Bacteria	2102	
Myco_myco_capri_GM12_1	mycoMyco_CAPRI_GM12_1	Mycoplasma mycoides subsp. capri str. GM12	Mycoplasma mycoides	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma mycoides	Bacteria	2102	
Myco_myco_mycoides_SC_Gladysdale	mycoMyco_MYCOIDES_SC_GLA	Mycoplasma mycoides subsp. mycoides SC str. Gladysdale	Mycoplasma mycoides	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma mycoides	Bacteria	2102	
Myco_myco_mycoides_SC_PG1	mycoMyco_MYCOIDES_SC_PG1	Mycoplasma mycoides subsp. mycoides SC str. PG1	Mycoplasma mycoides	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma mycoides	Bacteria	2102	
Myco_myco_mycoides_izsam_mm5713	mycoMyco_MYCOIDES_IZSAM	Mycoplasma mycoides subsp. mycoides izsam_mm5713	Mycoplasma mycoides	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma mycoides	Bacteria	2102	
Myco_ovis_Michigan	mycoOvis_MICHIGAN	Mycoplasma ovis str. Michigan	Mycoplasma ovis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma ovis	Bacteria	171632	
Myco_parv_Indiana	mycoParv_INDIANA	Mycoplasma parvum str. Indiana	Mycoplasma parvum	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma parvum	Bacteria	984991	
Myco_pene_HF_2	mycoPene_HF_2	Mycoplasma penetrans HF-2	Mycoplasma penetrans	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma penetrans	Bacteria	28227	
Myco_pneu_309	mycoPneu_309	Mycoplasma pneumoniae 309	Mycoplasma pneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma pneumoniae	Bacteria	2104	
Myco_pneu_FH	mycoPneu_FH	Mycoplasma pneumoniae FH	Mycoplasma pneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma pneumoniae	Bacteria	2104	
Myco_pneu_M129_ATCC_29342	mycoPneu_M129_ATCC29342	Mycoplasma pneumoniae M129 ATCC 29342	Mycoplasma pneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma pneumoniae	Bacteria	2104	
Myco_pneu_M129_B7	mycoPneu_M129_B7	Mycoplasma pneumoniae M129-B7	Mycoplasma pneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma pneumoniae	Bacteria	2104	
Myco_pneu_M29	mycoPneu_M29	Mycoplasma pneumoniae M29	Mycoplasma pneumoniae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma pneumoniae	Bacteria	2104	
Myco_putr_KS1	mycoPutr_KS1	Mycoplasma putrefaciens KS1	Mycoplasma putrefaciens	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma putrefaciens	Bacteria	2123	
Myco_putr_Mput9231	mycoPutr_MPUT9231	Mycoplasma putrefaciens Mput9231	Mycoplasma putrefaciens	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma putrefaciens	Bacteria	2123	
Myco_suis_KI3806	mycoSuis_KI3806	Mycoplasma suis KI3806	Mycoplasma suis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma suis	Bacteria	57372	
Myco_suis_Illinois	mycoSuis_ILLINOIS	Mycoplasma suis str. Illinois	Mycoplasma suis	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma suis	Bacteria	57372	
Myco_syno_53	mycoSyno_53	Mycoplasma synoviae 53	Mycoplasma synoviae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma synoviae	Bacteria	2109	
Myco_syno_ATCC_25204_WVU1853	mycoSyno_ATCC25204_WVU1853	Mycoplasma synoviae ATCC 25204 WVU1853	Mycoplasma synoviae	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma synoviae	Bacteria	2109	
Myco_weny_Massachusetts	mycoWeny_MASSACHUSETTS	Mycoplasma wenyonii str. Massachusetts	Mycoplasma wenyonii	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma wenyonii	Bacteria	65123	
Myco_yeat_GM274B	mycoYeat_GM274B	Mycoplasma yeatsii GM274B	Mycoplasma yeatsii	Mollicutes	Mycoplasmataceae	Mycoplasma	Mycoplasmatales	Tenericutes	Mycoplasma yeatsii	Bacteria	51365	
Onio_yell_phytoplasma_OY_M_onion_yellows	onioYell_PHYTOPLASMA_OY_M_ONIO	Onion yellows phytoplasma OY-M onion yellows	Onion yellows	Liliopsida	Amaryllidaceae	Allium	Asparagales	Streptophyta	Allium cepa	Eukaryota	4679	Viridiplantae
Spir_apis_B31	spirApis_B31	Spiroplasma apis B31	Spiroplasma apis	Mollicutes	Spiroplasmataceae	Spiroplasma	Entomoplasmatales	Tenericutes	Spiroplasma apis	Bacteria	2137	
Spir_chry_DF_1	spirChry_DF_1	Spiroplasma chrysopicola DF-1	Spiroplasma chrysopicola	Mollicutes	Spiroplasmataceae	Spiroplasma	Entomoplasmatales	Tenericutes	Spiroplasma chrysopicola	Bacteria	216933	
